0;4;4;3;2;2;0;4;1;1;6;5;6;0
0;1;1;3;2;2;0;3;1;1;4;5;5;0
0;1;1;3;3;2;3;2;2;3;10;7;8;0
0;4;2;1;0;3;0;2;1;1;2;15;14;1
0;3;3;4;0;2;0;2;1;2;4;6;10;0
0;4;3;2;1;2;0;2;1;2;10;15;15;1
0;2;2;4;0;2;0;4;1;1;0;12;12;1
0;4;4;4;0;2;0;4;1;1;6;6;5;0
0;3;2;2;0;2;0;2;1;1;0;16;18;1
0;3;4;4;0;2;0;1;1;1;0;14;15;1
0;4;4;0;1;2;0;3;1;2;0;10;8;0
0;2;1;2;1;3;0;2;1;1;4;10;12;1
0;4;4;1;2;1;0;3;1;3;2;14;14;1
0;4;3;0;2;2;0;3;1;2;2;10;10;1
0;2;2;4;0;3;0;2;1;1;0;14;16;1
0;4;4;1;0;1;0;4;1;2;4;14;14;1
0;4;4;2;1;3;0;3;1;2;6;13;14;1
0;3;3;4;1;2;0;2;1;1;4;8;10;0
0;3;2;2;2;1;3;5;2;4;16;6;5;0
0;4;3;1;0;1;0;3;1;3;4;8;10;0
0;4;3;0;1;2;0;1;1;1;0;13;14;1
0;4;4;1;3;1;0;2;1;1;0;12;15;1
0;4;2;0;2;2;0;1;1;3;2;15;15;1
0;2;2;4;1;2;0;4;2;4;0;13;13;1
0;2;4;2;2;3;0;2;1;1;2;10;9;0
0;2;2;2;0;1;2;2;1;3;14;6;9;0
0;2;2;4;0;1;0;2;1;2;2;12;12;1
0;4;2;1;3;1;0;4;2;4;4;15;16;1
0;3;4;2;0;2;0;3;1;1;4;11;11;1
0;4;4;0;0;2;0;5;5;5;16;10;12;1
0;4;4;1;0;2;0;2;3;4;0;9;11;1
0;4;4;2;1;2;0;1;1;1;0;17;16;1
0;4;3;0;2;2;0;2;1;1;0;17;16;1
0;3;3;4;2;2;0;2;1;1;0;8;10;1
0;3;2;4;0;1;0;3;1;1;0;12;14;1
0;2;3;4;3;1;0;1;1;1;0;8;7;0
0;4;3;0;0;3;0;3;1;1;2;15;16;1
0;4;4;4;1;3;0;3;1;1;7;15;16;1
0;3;4;2;2;3;0;2;1;1;2;12;12;1
0;2;2;3;1;1;0;1;1;1;8;14;13;1
0;2;2;4;0;2;1;3;1;2;25;7;10;1
0;4;4;0;0;1;0;3;2;4;8;12;12;1
0;4;4;2;2;2;0;3;1;1;2;19;18;1
0;2;2;2;2;1;0;1;1;1;0;8;8;1
0;2;2;4;2;2;1;3;2;2;14;10;10;0
0;4;3;4;2;2;0;2;1;1;8;8;8;0
0;3;3;4;0;2;0;5;1;4;12;11;12;1
0;4;3;1;1;4;0;2;1;1;4;19;19;1
0;4;2;0;0;2;0;3;2;2;2;15;15;1
0;4;4;2;3;2;1;4;1;1;2;7;7;0
0;2;2;2;2;2;0;3;2;3;2;12;13;1
0;4;2;1;3;2;0;3;1;1;2;11;13;1
0;4;2;1;3;1;1;5;3;4;6;11;11;0
0;4;4;2;2;1;0;4;2;3;0;8;10;1
0;3;3;4;3;1;0;4;4;4;6;10;13;1
0;2;1;4;3;2;0;4;1;1;8;8;9;0
0;4;3;2;1;2;0;2;1;1;0;14;15;1
0;4;4;0;1;2;0;2;1;1;4;14;15;1
0;1;2;4;0;2;0;2;1;1;2;9;10;0
0;4;2;2;2;2;0;3;1;1;2;15;16;1
0;4;4;1;3;2;0;4;2;3;6;10;11;1
0;1;1;2;2;1;0;5;5;5;6;10;8;1
0;1;2;4;1;2;0;3;1;1;4;8;10;0
0;4;3;0;0;3;0;4;2;4;2;10;9;0
0;4;3;2;1;2;0;4;2;4;0;10;10;0
0;4;3;0;2;2;0;3;1;2;2;16;15;1
0;4;4;4;1;4;0;3;5;5;4;13;13;1
0;3;1;2;2;4;0;3;1;2;4;7;7;0
0;2;2;1;1;2;0;3;1;3;2;8;9;0
0;3;1;4;1;4;0;2;2;3;12;16;16;1
0;3;1;4;1;4;0;2;1;1;0;13;15;1
0;4;2;4;2;4;0;3;1;1;0;10;10;0
0;1;1;4;1;2;2;4;2;4;2;8;6;0
0;3;1;4;1;1;0;2;2;2;2;12;12;1
